CdTbl,CdVal,CdDesc
MODES,HARB,HBR
MODES,HARBOR,HBR
MODES,HARBORS,HBRS
MODES,HARBOUR,HBR
MODES,HARBR,HBR
MODES,HAVEN,HVN
MODES,HAVN,HVN
MODES,HBR,HBR
MODES,HCR,CIR
MODES,HCRT,CT
MODES,HEIGHT,HTS
MODES,HEIGHTS,HTS
MODES,HGHTS,HTS
MODES,HGHWY,HWY
MODES,HGTS,HTS
MODES,HGWY,HWY
MODES,HIGHWAY,HWY
MODES,HIGHWY,HWY
MODES,HILL,HL
MODES,HILLS,HLS
MODES,HIWAY,HWY
MODES,HIWY,HWY
MODES,HL,HL
MODES,HLL,HL
MODES,HLLS,HLS
MODES,HLLW,HOLW
MODES,HLS,HLS
MODES,HLW,HOLW
MODES,HOLLOW,HOLW
MODES,HOLLOWS,HOLW
MODES,HOLLW,HOLW
MODES,HOLOW,HOLW
MODES,HOLW,HOLW
MODES,HOLWS,HOLW
MODES,HRBOR,HBR
MODES,HRBR,HBR
MODES,HRBRS,HBR
MODES,HT,HTS
MODES,HTS,HTS
MODES,HVN,HVN
MODES,HW,HWY
MODES,HWAY,HWY
MODES,HWY,HWY
MODES,HY,HWY
MODES,INLET,INLT
MODES,INLT,INLT
MODES,IS,IS
MODES,ISL,IS
MODES,ISLAN,IS
MODES,ISLAND,IS
MODES,ISLANDS,ISS
MODES,ISLD,IS
MODES,ISLDS,ISLAND
MODES,ISLE,ISLE
MODES,ISLES,ISLE
MODES,ISLND,IS
MODES,ISLNDS,ISS
MODES,ISS,ISS
MODES,JCT,JCT
MODES,JCTION,JCT
MODES,JCTN,JCT
MODES,JCTNS,JCTS
MODES,JCTS,JCTS
MODES,JNCTN,JCT
MODES,JUNCT,JCT
MODES,JUNCTION,JCT
MODES,JUNCTIONS,JCTS
MODES,JUNCTN,JCT
MODES,JUNCTON,JCT
MODES,KEY,KY
MODES,KEYS,KYS
MODES,KNL,KNL
MODES,KNLLS,KNLS
MODES,KNLS,KNLS
MODES,KNOL,KNL
MODES,KNOLL,KNL
MODES,KNOLLS,KNLS
MODES,KNOOLS,KNLS
MODES,KY,KY
MODES,KYS,KYS
MODES,LA,LN
MODES,LAIN,LN
MODES,LAK,LK
MODES,LAKE,LK
MODES,LAKES,LKS
MODES,LAND,LAND
MODES,LANDG,LNDG
MODES,LANDING,LNDG
MODES,LANDNG,LNDG
MODES,LANE,LN
MODES,LANES,LN
MODES,LCK,LCK
MODES,LCKS,LCKS
MODES,LDG,LDG
MODES,LDGE,LDG
MODES,LF,LF
MODES,LGT,LGT
MODES,LIGHT,LGT
MODES,LIGHTS,LGTS
MODES,LK,LK
MODES,LKS,LKS
MODES,LKT,LK
MODES,LN,LN
MODES,LNDG,LNDG
MODES,LNDING,LNDG
MODES,LNDNG,LNDG
MODES,LNE,LN
MODES,LO,LOOP
MODES,LOAF,LF
MODES,LOCK,LCK
MODES,LOCKS,LCKS
MODES,LODG,LDG
MODES,LODGE,LDG
MODES,LOOP,LOOP
MODES,LOOPS,LOOP
MODES,LP,LOOP
MODES,MALL,MALL
MODES,MANNER,MNR
MODES,MANOR,MNR
MODES,MANORS,MNRS
MODES,MANR,MNR
MODES,MDOWS,MDWS
MODES,MDW,MDW
MODES,MDWS,MDWS
MODES,MEADOW,MDW
MODES,MEADOWS,MDWS
MODES,MEDOWS,MDWS
MODES,MEDWS,MDWS
MODES,MEWS,MEWS
MODES,MIL,ML
MODES,MILL,ML
MODES,MILLS,MLS
MODES,MISSION,MSN
MODES,MISSN,MSN
MODES,ML,ML
MODES,MLLS,MLS
MODES,MLS,MLS
MODES,MN,MNR
MODES,MND,MNR
MODES,MNR,MNR
MODES,MNRS,MNRS
MODES,MNT,MT
MODES,MNTAIN,MTN
MODES,MNTN,MTN
MODES,MNTNS,MTNS
MODES,MOTORWAY,MTWY
MODES,MOUNT,MT
MODES,MOUNTAIN,MTN
MODES,MOUNTAINS,MTNS
MODES,MOUNTIN,MTN
MODES,MSN,MSN
MODES,MSSN,MSN
MODES,MT,MT
MODES,MTIN,MTN
MODES,MTN,MTN
MODES,NCK,NCK
MODES,NECK,NCK
MODES,ORC,ORCH
MODES,ORCH,ORCH
MODES,ORCHARD,ORCH
MODES,ORCHD,ORCH
MODES,ORCHRD,ORCH
MODES,ORCRD,ORCH
MODES,OV,OVAL
MODES,OVAL,OVAL
MODES,OVERPASS,OPAS
MODES,OVL,OVAL
MODES,PARK,PARK
MODES,PARKS,PARK
MODES,PARKWAY,PKWY
MODES,PARKWAYS,PKWY
MODES,PARKWY,PKWY
MODES,PAS,PASS
MODES,PASS,PASS
MODES,PASSAGE,PSGE
MODES,PATH,PATH
MODES,PATHS,PATH
MODES,PI,PIKE
MODES,PIK,PIKE
MODES,PIKE,PIKE
MODES,PIKEA,
MODES,PIKES,PIKE
MODES,PINE,PNE
MODES,PINES,PNES
MODES,PK,PARK
MODES,PKE,PIKE
MODES,PKW,PKWY
MODES,PKWAY,PKWY
MODES,PKWY,PKWY
MODES,PKWYS,PKWY
MODES,PKY,PKWY
MODES,PL,PL
MODES,PLA,PL
MODES,PLAC,PL
MODES,PLACE,PL
MODES,PLAIN,PLN
MODES,PLAINES,PLNS
MODES,PLAINS,PLNS
MODES,PLANE,PLN
MODES,PLANES,PLNS
MODES,PLAZ,PLZ
MODES,PLAZA,PLZ
MODES,PLC,PL
MODES,PLCE,PL
MODES,PLN,PLN
MODES,PLNS,PLNS
MODES,PLZ,PLZ
MODES,PLZA,PLZ
MODES,PNES,PNES
MODES,PNS,PNES
MODES,PNT,PT
MODES,PNTE,PT
MODES,POINT,PT
MODES,POINTS,PTS
MODES,PORT,PRT
MODES,PORTS,PRTS
MODES,PR,PR
MODES,PRAIRIE,PR
MODES,PRARIE,PR
MODES,PRK,PARK
MODES,PRKW,PKWY
MODES,PRKWAY,PKWY
MODES,PRKWY,PKWY
MODES,PRKY,PKWY
MODES,PRR,PR
MODES,PRT,PRT
MODES,PRTS,PRTS
MODES,PS,PASS
MODES,PT,PT
MODES,PTE,PT
MODES,PTH,PATH
MODES,PTS,PTS
MODES,PW,PKWY
MODES,PWAY,PKWY
MODES,PWKY,PKWY
MODES,PWY,PKWY
MODES,PY,PKWY
MODES,PZ,PLZ
MODES,RAD,RADL
MODES,RADIAL,RADL
MODES,RADIEL,RADL
MODES,RADL,RADL
MODES,RAMP,RAMP
MODES,RANCH,RNCH
MODES,RANCHES,RNCH
MODES,RAOD,RD
MODES,RAPID,RPD
MODES,RAPIDS,RPDS
MODES,RCH,RNCH
MODES,RD,RD
MODES,RDE,RD
MODES,RDG,RDG
MODES,RDGE,RDG
MODES,RDGS,RDGS
MODES,RDIGE,RDG
MODES,RDS,RDS
MODES,REST,RST
MODES,RG,RDG
MODES,RGE,RDG
MODES,RID,RDG
MODES,RIDG,RDG
MODES,RIDGE,RDG
MODES,RIDGES,RDGS
MODES,RIGE,RDG
MODES,RIV,RIV
MODES,RIVER,RIV
MODES,RIVR,RIV
MODES,RNCH,RNCH
MODES,RNCHS,RNCH
MODES,ROA,RD
MODES,ROAD,RD
MODES,ROADS,RDS
MODES,ROUTE,RTE
MODES,ROW,ROW
MODES,RPD,RPD
MODES,RPDS,RPDS
MODES,RST,RST
MODES,RT,RTE
MODES,RTE,RTE
MODES,RUE,RUE
MODES,RUN,RUN
MODES,RV,RIV
MODES,RVR,RIV
MODES,RW,ROW
MODES,SHL,SHL
MODES,SHLS,SHLS
MODES,SHOAL,SHL
MODES,SHOALS,SHLS
MODES,SHOAR,SHR
MODES,SHOARS,SHRS
MODES,SHORE,SHR
MODES,SHORES,SHRS
MODES,SHR,SHR
MODES,SHRE,SHR
MODES,SHRS,SHRS
MODES,SKYWAY,SKWY
MODES,SMT,SMT
MODES,SPG,SPG
MODES,SPGS,SPGS
MODES,SPNG,SPG
MODES,SPNGS,SPGS
MODES,SPRG,SPG
MODES,SPRGS,SPGS
MODES,SPRING,SPG
MODES,SPRINGS,SPGS
MODES,SPRNG,SPG
MODES,SPRNGS,SPGS
MODES,SPRS,SPGS
MODES,SPS,SPGS
MODES,SPUR,SPUR
MODES,SPURS,SPUR
MODES,SQ,SQ
MODES,SQR,SQ
MODES,SQRE,SQ
MODES,SQRS,SQS
MODES,SQU,SQ
MODES,SQUARE,SQ
MODES,SQUARES,SQS
MODES,SRTEET,ST
MODES,ST,ST
MODES,STA,STA
MODES,STAT,STA
MODES,STATION,STA
MODES,STATN,STA
MODES,STN,STA
MODES,STR,ST
MODES,STRA,STRA
MODES,STRAV,STRA
MODES,STRAVE,STRA
MODES,STRAVEN,STRA
MODES,STRAVENUE,STRA
MODES,STRAVN,STRA
MODES,STRD,
MODES,STREAM,STRM
MODES,STREE,ST
MODES,STREET,ST
MODES,STREETS,STS
MODES,STREME,STRM
MODES,STRET,ST
MODES,STRM,STRM
MODES,STRT,ST
MODES,STRVN,STRA
MODES,STRVNUE,STRA
MODES,STSREET,ST
MODES,STTEET,ST
MODES,SUMIT,SMT
MODES,SUMITT,SMT
MODES,SUMMIT,SMT
MODES,TE,TERR
MODES,TER,TER
MODES,TERR,TER
MODES,TERRACE,TER
MODES,TERRCE,TER
MODES,TERRE,TER
MODES,TERRL,
MODES,THROUGHWAY,TRWY
MODES,THRUWAY,TRWY
MODES,TKE,TPKE
MODES,TL,TRL
MODES,TLR,TRL
MODES,TNPK,TPKE
MODES,TNPKE,TPKE
MODES,TP,TPKE
MODES,TPIKE,TPKE
MODES,TPK,TPKE
MODES,TPKE,TPKE
MODES,TR,TRL
MODES,TRAC,TRCE
MODES,TRACE,TRCE
MODES,TRACES,TRCE
MODES,TRACK,TRAK
MODES,TRACKS,TRAK
MODES,TRAFFICWAY,TRFY
MODES,TRAI,TRL
MODES,TRAIL,TRL
MODES,TRAILS,TRL
MODES,TRAK,TRAK
MODES,TRAL,TRL
MODES,TRC,TRCE
MODES,TRCE,TRCE
MODES,TRCK,TRAK
MODES,TRFY,TRFY
MODES,TRIAL,TRL
MODES,TRK,TRAK
MODES,TRKS,TRAK
MODES,TRL,TRL
MODES,TRLR,TRL
MODES,TRLS,TRL
MODES,TRNPK,TPKE
MODES,TRNPKE,TPKE
MODES,TRPK,TPKE
MODES,TUN,TUNL
MODES,TUNEL,TUNL
MODES,TUNL,TUNL
MODES,TUNLS,TUNL
MODES,TUNNEL,TUNL
MODES,TUNNELS,TUNL
MODES,TUNNL,TUNL
MODES,TURNPIKE,TPKE
MODES,TURNPK,TPKE
MODES,TURNPKE,TPKE
MODES,UN,UN
MODES,UNDERPASS,UPAS
MODES,UNION,UN
MODES,UNIONS,UNS
MODES,VAL,VLY
MODES,VALEY,VLY
MODES,VALL,VLY
MODES,VALLEY,VLY
MODES,VALLEYS,VLYS
MODES,VALLY,VLY
MODES,VDCT,VIA
MODES,VIA,VIA
MODES,VIADCT,VIA
MODES,VIADUCT,VIA
MODES,VIDUCT,VIA
MODES,VIEW,VW
MODES,VIEWS,VWS
MODES,VIL,VLG
MODES,VILG,VLG
MODES,VILGE,VLG
MODES,VILL,VLG
MODES,VILLAG,VLG
MODES,VILLAGE,VLG
MODES,VILLAGES,VLGS
MODES,VILLE,VL
MODES,VILLG,VLG
MODES,VILLGE,VLG
MODES,VILLIAGE,VLG
MODES,VIS,VIS
MODES,VIST,VIS
MODES,VISTA,VIS
MODES,VL,VL
MODES,VLA,VLG
MODES,VLG,VLG
MODES,VLGE,VLG
MODES,VLGS,VLGS
MODES,VLL,VLY
MODES,VLLEY,VLY
MODES,VLLG,VLG
MODES,VLLGE,VLG
MODES,VLLY,VLY
MODES,VLY,VLY
MODES,VLYS,VLYS
MODES,VS,VISTA
MODES,VST,VIS
MODES,VSTA,VIS
MODES,VU,VW
MODES,VUE,VW
MODES,VW,VW
MODES,VWS,VWS
MODES,WALK,WALK
MODES,WALKS,WALK
MODES,WALL,WALL
MODES,WAY,WAY
MODES,WAYAV,WAY
MODES,WAYS,WAYS
MODES,WELL,WL
MODES,WELLS,WLS
MODES,WK,WALK
MODES,WLK,WALK
MODES,WLS,WLS
MODES,WY,WAY
MODES,XING,XING
MODES,XNG,XING
MODES,XPWY,EXPY
MODES,XPY,EXPY
MODES,XSTN,EXT
MODES,XTN,EXT
MODES,XTS,EXT
MODES,XW,EXPY
MODES,XWAY,EXPY
MODES,XY,EXPY
MTGTC,D,DAYS
MTGTC,M,MONTHS
MTGTC,Y,YEARS
MTGTP,.NV,CONVENTIONAL
MTGTP,=A,VA
MTGTP,=HA,FHA
MTGTP,C,CONVENTIONAL
MTGTP,CDA,COMMUNITY DEVLOPMENT AUTHORITY
MTGTP,CNS,CONSTRUCTION
MTGTP,CNV,CONVENTIONAL
MTGTP,CON,CONVENTIONAL
MTGTP,F,FHA
MTGTP,FHA,FHA
MTGTP,FMH,"FMHA Loans - Rural Economic and Community Development (formerly the Farmer's Home Administration, FmHA)"
MTGTP,HFA,FHA
MTGTP,HME,HULA MAE (HAWAII)
MTGTP,L,LEASE HOLD MORTGAGE
MTGTP,LH,LEASE HOLD MORTGAGE
MTGTP,PM,PURCHASE MONEY MORTGAGE
MTGTP,PMM,PURCHASE MONEY MORTGAGE
MTGTP,PP,PRIVATE PARTY LENDER
MTGTP,SBA,SMALL BUSINESS ADMINISTRATION
MTGTP,V,VA
MTGTP,VA,VA
MTGTP,VHA,VA
MTGTP,W,WRAP-AROUND MORTGAGE
MTGTP,WRP,WRAP-AROUND MORTGAGE
OWNSH,99 ,HEIRS 
OWNSH,AD,ADMINISTRATOR
OWNSH,AS,ASSOCIATION
OWNSH,CE,TRUSTEE (CORPORATION)
OWNSH,CF,CONTRACT PURCHASE
OWNSH,CO,CORPORATION
OWNSH,CP,COMMUNITY PROPERTY
OWNSH,CT,CORPORATE TRUST
OWNSH,ES,ESTATE
OWNSH,EX,EXECUTOR
OWNSH,GD,GUARDIAN
OWNSH,JT,JOINT TENANT
OWNSH,JV,JOINT VENTURE 
OWNSH,LB,LIFETIME BENEFIT
OWNSH,LE,LIFE ESTATE 
OWNSH,LF,LEASE FROM
OWNSH,LP,LIMITED PARTNERSHIP 
OWNSH,LT,LIVING TRUST
OWNSH,NT,NON-DECLARED TRUST
OWNSH,PR,PERSONAL REPRESENTATIVE 
OWNSH,PS,PARTNERSHIP 
OWNSH,PT,PERSONAL TRUST
OWNSH,RM,REMAINDERMAN
OWNSH,RS,RIGHT OF SURVIVORSHIP 
OWNSH,RT,REVOCABLE TRUST 
OWNSH,SE,SEPARATE ESTATE/PROPERTY
OWNSH,SO,SOLE OWNER
OWNSH,SU,SURVIVOR
OWNSH,TC,TENANTS IN COMMON 
OWNSH,TE,TRUSTEE 
OWNSH,TR,TRUST 
OWNSH,TY,TENANT BY ENTIRETY
OWNSH,UI,UNDIVIDED INTEREST
OWNSH,XX ,WHOLLY EXEMPT 
PARKG,000,NONE
PARKG,001,TYPE UNKNOWN
PARKG,002,UNDEFINED TYPE - 2 CAR GARAGE
PARKG,003,UNDEFINED TYPE - 3 CAR GARAGE
PARKG,004,UNDEFINED TYPE - 4 CAR GARAGE
PARKG,005,UNDEFINED TYPE - 5 CAR GARAGE
PARKG,006,UNDEFINED TYPE - 6 CAR GARAGE
PARKG,00P,UNDEFINED TYPE
PARKG,00X,UNDEFINED TYPE - 10 CAR GARAGE
PARKG,010,ATTACHED GARAGE/CARPORT
PARKG,020,ATTACHED BASEMENT GARAGE
PARKG,030,DETACHED BASEMENT GARAGE
PARKG,040,DETACHED GARAGE/CARPORT
PARKG,050,ENCLOSED BRICK GARAGE/CARPORT
PARKG,060,BASEMENT FINISHED GARAGE
PARKG,061,FINISHED BASEMENT - 1 CAR GARA
PARKG,062,FINISHED BASEMENT - 2 CAR
PARKG,063,FINISHED BASEMENT - 3 CAR GARA
PARKG,064,FINISHED BASEMENT - 4 CAR GARA
PARKG,070,FINISHED BUILT IN GARAGE
PARKG,080,UNFINISHED BASEMENT GARAGE
PARKG,081,UNFINISHED BASEMENT - 1 CAR GA
PARKG,082,UNFINISHED BASEMENT - 2 CAR GA
PARKG,083,UNFINISHED BASEMENT - 3 CAR GA
PARKG,084,UNFINISHED BASEMENT - 4 CAR GA
PARKG,090,UNFINISHED BUILT IN GARAGE
PARKG,1,UNDEFINED TYPE
PARKG,100,PREFAB GARAGE
PARKG,110,BASEMENT GARAGE
PARKG,111,BASEMENT - 1 CAR GARAGE
PARKG,112,BASEMENT - 2 CAR GARAGE
PARKG,113,BASEMENT - 3 CAR GARAGE
PARKG,114,BASEMENT - 4 CAR GARAGE
PARKG,115,BASEMENT - 5 CAR GARAGE
PARKG,116,BASEMENT - 6 CAR GARAGE
PARKG,120,BUILT-IN GARAGE
PARKG,121,BUILT IN - 1 CAR GARAGE
PARKG,122,BUILT IN - 2 CAR GARAGE
PARKG,130,BUILT UNDER GARAGE
PARKG,140,GARAGE/CARPORT
PARKG,150,CINDERBLOCK GARAGE
PARKG,160,ASBESTOS GARAGE
PARKG,170,UNFINISHED BRICK GARAGE
PARKG,190,BUILT-IN GARAGE/CARPORT 
PARKG,200,FINISHED ATTACHED MASONRY GARA
PARKG,210,UNFINISHED ATTACHED MASONRY GA
PARKG,220,DETACHED MASONRY GARAGE
PARKG,230,FINISHED DETACHED MASONRY GARA
PARKG,240,FINISHED MASONRY GARAGE
PARKG,250,UNFINISHED MASONRY GARAGE
PARKG,260,MASONRY GARAGE
PARKG,270,ATTACHED METAL GARAGE
PARKG,280,DETACHED METAL GARAGE
PARKG,290,METAL/WOOD GARAGE
PARKG,300,SALT BOX GARAGE
PARKG,310,STEEL GARAGE
PARKG,320,ATTACHED STONE GARAGE
PARKG,330,DETACHED STONE GARAGE
PARKG,340,FINISHED STONE GARAGE
PARKG,350,UNFINISHED STONE GARAGE
PARKG,360,STONE GARAGE
PARKG,361,STONE GARAGE - 1 CAR
PARKG,362,STONE GARAGE - 2 CAR
PARKG,363,STONE GARAGE - 3 CAR
PARKG,370,ATTACHED STUCCO GARAGE
PARKG,380,STUCCO GARAGE
PARKG,400,ATTACHED WOOD GARAGE
PARKG,410,DETACHED WOOD GARAGE
PARKG,420,ATTACHED MASONRY GARAGE
PARKG,430,UNFINISHED WOOD GARAGE
PARKG,440,WOOD GARAGE
PARKG,450,ATTACHED GARAGE
PARKG,451,ATTACHED - 1 CAR GARAGE
PARKG,452,ATTACHED - 2 CAR GARAGE
PARKG,453,ATTACHED - 3 CAR GARAGE
PARKG,454,ATTACHED - 4 CAR GARAGE
PARKG,460,ATTACHED FINISHED GARAGE
PARKG,470,UNFINISHED ATTACHED GARAGE
PARKG,480,ENCLOSED DETACHED GARAGE
PARKG,490,DETACHED FINISHED GARAGE
PARKG,500,UNFINISHED DETACHED GARAGE
PARKG,501,UNFINISHED DETACHED FRAME GARA
PARKG,502,UNFINISHED DETACHED MASONRY GA
PARKG,510,ENCLOSED GARAGE
PARKG,520,ALUMINUM GARAGE
PARKG,530,ALUMINUM/WOOD GARAGE
PARKG,540,DETACHED BLOCK GARAGE
PARKG,550,UNFINISHED DETACHED BLOCK GARA
PARKG,560,FINISHED BLOCK GARAGE
PARKG,570,PREFAB METAL GARAGE
PARKG,580,BLOCK GARAGE
PARKG,590,DETACHED BLOCK/FRAME GARAGE
PARKG,600,WOOD FRAME GARAGE
PARKG,610,ATTACHED BRICK GARAGE
PARKG,620,DETACHED BRICK GARAGE
PARKG,630,DETACHED STUCCO GARAGE
PARKG,640,UNFINISHED BRICK GARAGE
PARKG,650,BRICK GARAGE
PARKG,651,BRICK GARAGE - 1 CAR
PARKG,652,BRICK GARAGE - 2 CAR
PARKG,653,BRICK GARAGE - 3 CAR
PARKG,654,BRICK GARAGE - 4 CAR
PARKG,660,BRICK/FRAME GARAGE
PARKG,670,MASONRY/BRICK GARAGE
PARKG,680,DETACHED BRICK/STONE GARAGE
PARKG,690,BRICK/STONE GARAGE
PARKG,701,DETACHED CINDERBLOCK - 1 CAR G
PARKG,710,CONCRETE GARAGE
PARKG,716,CONCRETE - 6 CAR GARAGE
PARKG,720,ATTACHED CONCRETE BLOCK GARAGE
PARKG,730,DETACHED CONCRETE BLOCK GARAGE
PARKG,740,FINISHED CONCRETE BLOCK GARAGE
PARKG,750,UNFINISHED CONCRETE BLOCK GARA
PARKG,760,CONCRETE BLOCK GARAGE
PARKG,761,CONCRETE BLOCK GARAGE - 1 CAR
PARKG,762,CONCRETE BLOCK GARAGE - 2 CAR
PARKG,763,CONCRETE BLOCK GARAGE - 3 CAR
PARKG,770,UNFINISHED STUCCO/CONCRETE BLO
PARKG,780,ATTACHED FRAME GARAGE
PARKG,790,FINISHED ATTACHED FRAME GARAGE
PARKG,800,UNFINISHED ATTACHED FRAME GARA
PARKG,810,DETACHED FRAME GARAGE
PARKG,820,DETACHED FRAME FINISHED GARAGE
PARKG,830,ENCLOSED FRAME GARAGE
PARKG,840,FINISHED FRAME GARAGE
PARKG,850,UNFINISHED FRAME GARAGE
PARKG,860,DETACHED FRAME/CONCRETE BLOCK
PARKG,870,UNDEFINED TYPE
PARKG,880,LOG GARAGE
PARKG,890,VINYL GARAGE
PARKG,900,FINISHED GARAGE
PARKG,910,UNFINISHED GARAGE
PARKG,911,UNFINISHED - 1 CAR GARAGE
PARKG,912,UNFINISHED - 2 CAR GARAGE
PARKG,913,UNFINISHED - 3 CAR GARAGE
PARKG,920,DETACHED GARAGE
PARKG,921,DETACHED - 1 CAR GARAGE
PARKG,922,DETACHED - 2 CAR GARAGE
PARKG,923,DETACHED - 3 CAR GARAGE
PARKG,924,DETACHED - 4 CAR GARAGE
PARKG,930,COVERED PARKING/GARAGE
PARKG,940,DETACHED FINISHED STUCCO GARAG
PARKG,950,FRAME GARAGE
PARKG,951,FRAME GARAGE - 1 CAR
PARKG,952,FRAME GARAGE - 2 CAR
PARKG,953,FRAME GARAGE - 3 CAR
PARKG,954,FRAME GARAGE - 4 CAR
PARKG,960,FRAME/CONCRETE BLOCK GARAGE
PARKG,971,UNDEFINED TYPE - 1 CAR GARAGE
PARKG,980,METAL GARAGE
PARKG,990,BRICK/STONE GARAGE
PARKG,999,TYPE UNKNOWN
PARKG,A00,CARPORT
PARKG,A01,CARPORT - 1 CAR
PARKG,A02,CARPORT - 2 CAR
PARKG,A03,CARPORT - 3 CAR
PARKG,A04,CARPORT - 4 CAR
PARKG,A05,CARPORT - 5 CAR
PARKG,A06,CARPORT - 6 CAR
PARKG,ADP,ADEQUATE CAPACITY
PARKG,ASP,ASSIGNED SPACE(S)
PARKG,B00,ATTACHED CARPORT
PARKG,C00,DETACHED CARPORT
PARKG,CAP,COVERED/ASSIGNED SPACE(S)
PARKG,CUP,COVERED/UNASSIGNED SPACE(S)
PARKG,CVP,COVERED
PARKG,D00,ENCLOSED CARPORT
PARKG,DD0,ENCLOSED GARAGE/CARPORT
PARKG,DEP,DECK
PARKG,DGP,DECK/GARAGE
PARKG,E00,FINISHED DETACHED CARPORT
PARKG,F00,UNFINISHED DETACHED CARPORT
PARKG,FF0,FINISHED GARAGE/CARPORT 
PARKG,G00,COVERED CARPORT
PARKG,GAP,GARAGE/ADEQUATE CAPACITY
PARKG,H00,UNFINISHED CARPORT
PARKG,I00,FINISHED CARPORT
PARKG,J00,MASONRY CARPORT
PARKG,K00,METAL CARPORT
PARKG,L00,WOOD CARPORT
PARKG,M00,ALUMINUM CARPORT
PARKG,MM0,ALUMINUM
PARKG,N00,ALUMINUM FRAME CARPORT
PARKG,O00,ALUMINUM/WOOD CARPORT
PARKG,O0P,OPEN SPACE(S)
PARKG,OAP,OPEN & ASSIGNED SPACE(S)
PARKG,OFP,OFF STREET
PARKG,ONP,ON STREET
PARKG,OOP,ON & OFF STREET
PARKG,OSP,OFF SITE
PARKG,OTP,ON SITE
PARKG,OUP,OPEN/UNASSIGNED SPACE(S)
PARKG,P00,CONCRETE CARPORT
PARKG,PAP,PAVED
PARKG,Q00,CONCRETE BLOCK CARPORT
PARKG,R00,FRAME CARPORT
PARKG,ROP,ROOF
PARKG,S00,DETACHED GABLE/HIP CARPORT
PARKG,SBP,SUBTERRANEAN
PARKG,SCP,SHARED/COMMON
PARKG,SP0,SPACE(S)
PARKG,T00,ATTACHED GABLE/HIP CARPORT
PARKG,UU0,OPEN SPACE
PARKG,U00,DETACHED ALUMINUM CARPORT
PARKG,UA0,UNFINISHED ATTACHED CARPORT 
PARKG,UNP,UNCOVERED
PARKG,UU0,UNIMPROVED
PARKG,V01,DETACHED CARPORT - 1 CAR
PARKG,V02,DETACHED CARPORT - 2 CAR
PARKG,WOO,PREFAB CARPORT
PARKG,Z00,OPEN CARPORT
POOL,000,NONE
POOL,001,TYPE UNKNOWN
POOL,002,2 POOLS
POOL,003,3 POOLS
POOL,004,4 POOLS
POOL,005,5 POOLS
POOL,006,6 POOLS
POOL,007,7 POOLS
POOL,008,8 POOLS
POOL,009,9 POOLS
POOL,00A,POOL & SAUNA
POOL,00B,POOL & BATH HOUSE
POOL,00C,POOL & COVER
POOL,00D,POOL & DECK
POOL,00E,POOL & EQUIP
POOL,00F,POOL & FENCE
POOL,00H,HEATED
POOL,00J,POOL & HOT TUB
POOL,00K,POOL & CABANA
POOL,00L,POOL HOUSE
POOL,00N,POOL & CANOPY
POOL,00O,SOLAR HEATED
POOL,00P,POOL & PATIO
POOL,00R,POOL & BAR
POOL,00S,POOL & SPA
POOL,00T,POOL & HOT TUB/SPA
POOL,00V,POOL & FOUNTAIN
POOL,00W,POOL & WATERFALL
POOL,00X,MULTIPLE
POOL,00Y,POOL & DIVING BOARD
POOL,0A0,GRANITE
POOL,0B0,BRICK
POOL,0C0,CONCRETE
POOL,0CB,CONCRETE & BATH HOUSE
POOL,0CE,CONCRETE & EQUIPMENT
POOL,0CF,CONCRETE & FENCED
POOL,0CG,CONCRETE/GUNITE
POOL,0E0,CONCRETE/VINYL
POOL,0F0,FIBERGLASS
POOL,0G0,GUNITE
POOL,0GC,CONCRETE/GRANITE
POOL,0GH,GUNITE HEATED
POOL,0GJ,GUNITE & HOT TUB
POOL,0GP,GUNITE & PATIO
POOL,0GS,GUNITE & SPA
POOL,0L0,VINYL/FIBERGLASS
POOL,0M0,METAL
POOL,0P0,PLASTIC
POOL,0R0,PREFAB VINYL
POOL,0S0,STEEL/VINYL
POOL,0V0,VINYL
POOL,0VD,VINYL & DECK
POOL,0VP,VINYL & PATIO
POOL,100,POOL/HOT TUB
POOL,200,POOL/SAUNA
POOL,300,POOL/SPA
POOL,400,HOT TUB/SPA
POOL,500,SAUNA/SPA
POOL,999,TYPE UNKNOWN
POOL,A00,ABOVE GROUND
POOL,C00,COMMERCIAL
POOL,CF0,COMMERICAL FIBERGLASS
POOL,D00,ADULT/KIDDIE
POOL,E00,ENCLOSED
POOL,EG0,ENCLOSED GUNITE
POOL,F00,FISH
POOL,G00,INGROUND
POOL,G0J,INGROUND & HOT TUB
POOL,G0S,INGROUND & SPA
POOL,GC0,INGROUND CONCRETE
POOL,GG0,INGROUND GUNITE
POOL,GV0,INGROUND VINYL
POOL,H00,IRREGULAR SHAPE
POOL,I00,INDOOR
POOL,J00,HOT TUB/JACUZZI
POOL,J0S,HOT TUB & SPA
POOL,K00,KIDDIE/PLAY
POOL,KC0,KIDDIE/PLAY POOL - CONCRETE
POOL,L00,L SHAPE
POOL,LV0,L SHAPE VINYL
POOL,M00,SAUNA
POOL,N00,LAGOON
POOL,O00,OVAL SHAPE
POOL,OV0,OVAL SHAPE VINYL
POOL,P00,COMMUNITY
POOL,Q00,CIRCULAR
POOL,S00,SPA
POOL,S0D,POOL/SPA & DECK
POOL,S0Z,SPA & GAZEBO
POOL,SD0,SPA & DECK
POOL,T00,BUMPER BOAT
POOL,U00,LAP
POOL,V00,ARROW SHAPE
POOL,W00,WADING
POOL,WC0,WADING CONCRETE
